dx_bin,dy_bin,cnt,bin_p,pass_p,t
"(30, 40]","(-40, -30]",1.0,0.00045955882352941176,4.595588235294117e-06,29
"(30, 40]","(-30, -20]",32.0,0.014705882352941176,0.00014705882352941175,29
"(30, 40]","(-20, -10]",38.0,0.017463235294117647,0.00017463235294117648,29
"(30, 40]","(-10, 0]",26.0,0.011948529411764705,0.00011948529411764705,29
"(30, 40]","(0, 10]",22.0,0.01011029411764706,0.00010110294117647059,29
"(30, 40]","(10, 20]",27.0,0.012408088235294117,0.00012408088235294116,29
"(30, 40]","(20, 30]",28.0,0.012867647058823529,0.00012867647058823528,29
"(30, 40]","(30, 40]",0.0,0.0,0.0,29
"(40, 50]","(-40, -30]",0.0,0.0,0.0,29
"(40, 50]","(-30, -20]",20.0,0.009191176470588236,9.191176470588235e-05,29
"(40, 50]","(-20, -10]",10.0,0.004595588235294118,4.5955882352941176e-05,29
"(40, 50]","(-10, 0]",12.0,0.0055147058823529415,5.5147058823529414e-05,29
"(40, 50]","(0, 10]",12.0,0.0055147058823529415,5.5147058823529414e-05,29
"(40, 50]","(10, 20]",14.0,0.006433823529411764,6.433823529411764e-05,29
"(40, 50]","(20, 30]",15.0,0.006893382352941176,6.893382352941176e-05,29
"(40, 50]","(30, 40]",1.0,0.00045955882352941176,4.595588235294117e-06,29
"(50, 60]","(-40, -30]",0.0,0.0,0.0,29
"(50, 60]","(-30, -20]",3.0,0.0013786764705882354,1.3786764705882353e-05,29
"(50, 60]","(-20, -10]",0.0,0.0,0.0,29
"(50, 60]","(-10, 0]",3.0,0.0013786764705882354,1.3786764705882353e-05,29
"(50, 60]","(0, 10]",0.0,0.0,0.0,29
"(50, 60]","(10, 20]",2.0,0.0009191176470588235,9.191176470588234e-06,29
"(50, 60]","(20, 30]",4.0,0.001838235294117647,1.838235294117647e-05,29
"(50, 60]","(30, 40]",1.0,0.00045955882352941176,4.595588235294117e-06,29
"(60, 70]","(-40, -30]",0.0,0.0,0.0,29
"(60, 70]","(-30, -20]",0.0,0.0,0.0,29
"(60, 70]","(-20, -10]",0.0,0.0,0.0,29
"(60, 70]","(-10, 0]",0.0,0.0,0.0,29
"(60, 70]","(0, 10]",0.0,0.0,0.0,29
"(60, 70]","(10, 20]",0.0,0.0,0.0,29
"(60, 70]","(20, 30]",0.0,0.0,0.0,29
"(60, 70]","(30, 40]",0.0,0.0,0.0,29
"(-10, 0]","(-40, -30]",0.0,0.0,0.0,30
"(-10, 0]","(-30, -20]",0.0,0.0,0.0,30
"(-10, 0]","(-20, -10]",0.0,0.0,0.0,30
"(-10, 0]","(-10, 0]",5.0,0.0025458248472505093,2.5458248472505093e-05,30
"(-10, 0]","(0, 10]",5.0,0.0025458248472505093,2.5458248472505093e-05,30
"(-10, 0]","(10, 20]",0.0,0.0,0.0,30
"(-10, 0]","(20, 30]",0.0,0.0,0.0,30
"(-10, 0]","(30, 40]",0.0,0.0,0.0,30
"(0, 10]","(-40, -30]",0.0,0.0,0.0,30
"(0, 10]","(-30, -20]",9.0,0.004582484725050916,4.5824847250509165e-05,30
"(0, 10]","(-20, -10]",66.0,0.03360488798370672,0.0003360488798370672,30
"(0, 10]","(-10, 0]",206.0,0.10488798370672098,0.0010488798370672098,30
"(0, 10]","(0, 10]",168.0,0.0855397148676171,0.000855397148676171,30
"(0, 10]","(10, 20]",109.0,0.0554989816700611,0.000554989816700611,30
"(0, 10]","(20, 30]",10.0,0.0050916496945010185,5.0916496945010185e-05,30
"(0, 10]","(30, 40]",0.0,0.0,0.0,30
"(10, 20]","(-40, -30]",1.0,0.0005091649694501018,5.091649694501018e-06,30
"(10, 20]","(-30, -20]",30.0,0.015274949083503055,0.00015274949083503054,30
"(10, 20]","(-20, -10]",128.0,0.06517311608961303,0.0006517311608961303,30
"(10, 20]","(-10, 0]",184.0,0.09368635437881874,0.0009368635437881873,30
"(10, 20]","(0, 10]",175.0,0.08910386965376782,0.0008910386965376782,30
"(10, 20]","(10, 20]",109.0,0.0554989816700611,0.000554989816700611,30
"(10, 20]","(20, 30]",38.0,0.019348268839103868,0.00019348268839103867,30
"(10, 20]","(30, 40]",0.0,0.0,0.0,30
"(20, 30]","(-40, -30]",3.0,0.0015274949083503055,1.5274949083503055e-05,30
"(20, 30]","(-30, -20]",67.0,0.03411405295315682,0.00034114052953156826,30
"(20, 30]","(-20, -10]",82.0,0.04175152749490835,0.0004175152749490835,30
"(20, 30]","(-10, 0]",79.0,0.040224032586558045,0.00040224032586558045,30
"(20, 30]","(0, 10]",90.0,0.045824847250509164,0.00045824847250509166,30
"(20, 30]","(10, 20]",70.0,0.035641547861507125,0.00035641547861507125,30
"(20, 30]","(20, 30]",67.0,0.03411405295315682,0.00034114052953156826,30
"(20, 30]","(30, 40]",2.0,0.0010183299389002036,1.0183299389002036e-05,30
"(30, 40]","(-40, -30]",1.0,0.0005091649694501018,5.091649694501018e-06,30
"(30, 40]","(-30, -20]",23.0,0.011710794297352342,0.00011710794297352342,30
"(30, 40]","(-20, -10]",35.0,0.017820773930753563,0.00017820773930753562,30
"(30, 40]","(-10, 0]",25.0,0.012729124236252547,0.00012729124236252547,30
"(30, 40]","(0, 10]",19.0,0.009674134419551934,9.674134419551934e-05,30
"(30, 40]","(10, 20]",28.0,0.014256619144602852,0.00014256619144602852,30
"(30, 40]","(20, 30]",22.0,0.01120162932790224,0.0001120162932790224,30
"(30, 40]","(30, 40]",3.0,0.0015274949083503055,1.5274949083503055e-05,30
"(40, 50]","(-40, -30]",0.0,0.0,0.0,30
"(40, 50]","(-30, -20]",15.0,0.007637474541751527,7.637474541751527e-05,30
"(40, 50]","(-20, -10]",11.0,0.00560081466395112,5.60081466395112e-05,30
"(40, 50]","(-10, 0]",13.0,0.006619144602851324,6.619144602851324e-05,30
"(40, 50]","(0, 10]",9.0,0.004582484725050916,4.5824847250509165e-05,30
"(40, 50]","(10, 20]",16.0,0.008146639511201629,8.146639511201629e-05,30
"(40, 50]","(20, 30]",17.0,0.008655804480651732,8.655804480651731e-05,30
"(40, 50]","(30, 40]",3.0,0.0015274949083503055,1.5274949083503055e-05,30
"(50, 60]","(-40, -30]",0.0,0.0,0.0,30
"(50, 60]","(-30, -20]",1.0,0.0005091649694501018,5.091649694501018e-06,30
"(50, 60]","(-20, -10]",1.0,0.0005091649694501018,5.091649694501018e-06,30
"(50, 60]","(-10, 0]",6.0,0.003054989816700611,3.054989816700611e-05,30
"(50, 60]","(0, 10]",2.0,0.0010183299389002036,1.0183299389002036e-05,30
"(50, 60]","(10, 20]",4.0,0.002036659877800407,2.0366598778004072e-05,30
"(50, 60]","(20, 30]",6.0,0.003054989816700611,3.054989816700611e-05,30
"(50, 60]","(30, 40]",1.0,0.0005091649694501018,5.091649694501018e-06,30
"(60, 70]","(-40, -30]",0.0,0.0,0.0,30
"(60, 70]","(-30, -20]",0.0,0.0,0.0,30
"(60, 70]","(-20, -10]",0.0,0.0,0.0,30
"(60, 70]","(-10, 0]",0.0,0.0,0.0,30
"(60, 70]","(0, 10]",0.0,0.0,0.0,30
"(60, 70]","(10, 20]",0.0,0.0,0.0,30
"(60, 70]","(20, 30]",0.0,0.0,0.0,30
"(60, 70]","(30, 40]",0.0,0.0,0.0,30
"(-10, 0]","(-40, -30]",0.0,0.0,0.0,31
"(-10, 0]","(-30, -20]",0.0,0.0,0.0,31
"(-10, 0]","(-20, -10]",0.0,0.0,0.0,31
"(-10, 0]","(-10, 0]",5.0,0.002807411566535654,2.807411566535654e-05,31
"(-10, 0]","(0, 10]",3.0,0.0016844469399213925,1.6844469399213926e-05,31
"(-10, 0]","(10, 20]",0.0,0.0,0.0,31
"(-10, 0]","(20, 30]",0.0,0.0,0.0,31
"(-10, 0]","(30, 40]",0.0,0.0,0.0,31
"(0, 10]","(-40, -30]",0.0,0.0,0.0,31
"(0, 10]","(-30, -20]",8.0,0.004491858506457047,4.4918585064570466e-05,31
"(0, 10]","(-20, -10]",61.0,0.03425042111173498,0.00034250421111734977,31
"(0, 10]","(-10, 0]",172.0,0.0965749578888265,0.000965749578888265,31
"(0, 10]","(0, 10]",125.0,0.07018528916339135,0.0007018528916339135,31
"(0, 10]","(10, 20]",108.0,0.060640089837170126,0.0006064008983717012,31
"(0, 10]","(20, 30]",8.0,0.004491858506457047,4.4918585064570466e-05,31
"(0, 10]","(30, 40]",0.0,0.0,0.0,31
"(10, 20]","(-40, -30]",1.0,0.0005614823133071309,5.614823133071308e-06,31
"(10, 20]","(-30, -20]",28.0,0.015721504772599662,0.00015721504772599662,31
"(10, 20]","(-20, -10]",104.0,0.058394160583941604,0.000583941605839416,31
"(10, 20]","(-10, 0]",176.0,0.09882088714205503,0.0009882088714205503,31
"(10, 20]","(0, 10]",147.0,0.08253790005614824,0.0008253790005614824,31
"(10, 20]","(10, 20]",90.0,0.05053340819764177,0.0005053340819764177,31
"(10, 20]","(20, 30]",38.0,0.02133632790567097,0.0002133632790567097,31
"(10, 20]","(30, 40]",0.0,0.0,0.0,31
"(20, 30]","(-40, -30]",5.0,0.002807411566535654,2.807411566535654e-05,31
"(20, 30]","(-30, -20]",51.0,0.028635597978663673,0.0002863559797866367,31
"(20, 30]","(-20, -10]",91.0,0.051094890510948905,0.0005109489051094891,31
"(20, 30]","(-10, 0]",72.0,0.04042672655811342,0.0004042672655811342,31
"(20, 30]","(0, 10]",87.0,0.04884896125772038,0.0004884896125772039,31
"(20, 30]","(10, 20]",82.0,0.04604154969118473,0.00046041549691184727,31
"(20, 30]","(20, 30]",67.0,0.037619314991577765,0.00037619314991577764,31
"(20, 30]","(30, 40]",2.0,0.0011229646266142617,1.1229646266142617e-05,31
"(30, 40]","(-40, -30]",2.0,0.0011229646266142617,1.1229646266142617e-05,31
"(30, 40]","(-30, -20]",25.0,0.01403705783267827,0.00014037057832678272,31
"(30, 40]","(-20, -10]",25.0,0.01403705783267827,0.00014037057832678272,31
"(30, 40]","(-10, 0]",24.0,0.01347557551937114,0.0001347557551937114,31
"(30, 40]","(0, 10]",15.0,0.008422234699606962,8.422234699606962e-05,31
"(30, 40]","(10, 20]",21.0,0.011791128579449747,0.00011791128579449746,31
"(30, 40]","(20, 30]",22.0,0.012352610892756879,0.00012352610892756878,31
"(30, 40]","(30, 40]",3.0,0.0016844469399213925,1.6844469399213926e-05,31
"(40, 50]","(-40, -30]",0.0,0.0,0.0,31
"(40, 50]","(-30, -20]",9.0,0.0050533408197641775,5.053340819764178e-05,31
"(40, 50]","(-20, -10]",9.0,0.0050533408197641775,5.053340819764178e-05,31
"(40, 50]","(-10, 0]",19.0,0.010668163952835485,0.00010668163952835485,31
"(40, 50]","(0, 10]",9.0,0.0050533408197641775,5.053340819764178e-05,31
"(40, 50]","(10, 20]",17.0,0.009545199326221224,9.545199326221224e-05,31
"(40, 50]","(20, 30]",17.0,0.009545199326221224,9.545199326221224e-05,31
"(40, 50]","(30, 40]",2.0,0.0011229646266142617,1.1229646266142617e-05,31
"(50, 60]","(-40, -30]",0.0,0.0,0.0,31
"(50, 60]","(-30, -20]",3.0,0.0016844469399213925,1.6844469399213926e-05,31
"(50, 60]","(-20, -10]",4.0,0.0022459292532285235,2.2459292532285233e-05,31
"(50, 60]","(-10, 0]",10.0,0.005614823133071308,5.614823133071308e-05,31
"(50, 60]","(0, 10]",4.0,0.0022459292532285235,2.2459292532285233e-05,31
"(50, 60]","(10, 20]",5.0,0.002807411566535654,2.807411566535654e-05,31
"(50, 60]","(20, 30]",4.0,0.0022459292532285235,2.2459292532285233e-05,31
"(50, 60]","(30, 40]",1.0,0.0005614823133071309,5.614823133071308e-06,31
"(60, 70]","(-40, -30]",0.0,0.0,0.0,31
"(60, 70]","(-30, -20]",0.0,0.0,0.0,31
"(60, 70]","(-20, -10]",0.0,0.0,0.0,31
"(60, 70]","(-10, 0]",0.0,0.0,0.0,31
"(60, 70]","(0, 10]",0.0,0.0,0.0,31
"(60, 70]","(10, 20]",0.0,0.0,0.0,31
"(60, 70]","(20, 30]",0.0,0.0,0.0,31
"(60, 70]","(30, 40]",0.0,0.0,0.0,31
"(-10, 0]","(-40, -30]",0.0,0.0,0.0,32
"(-10, 0]","(-30, -20]",0.0,0.0,0.0,32
"(-10, 0]","(-20, -10]",0.0,0.0,0.0,32
"(-10, 0]","(-10, 0]",3.0,0.0019047619047619048,1.9047619047619046e-05,32
"(-10, 0]","(0, 10]",4.0,0.0025396825396825397,2.5396825396825397e-05,32
"(-10, 0]","(10, 20]",0.0,0.0,0.0,32
"(-10, 0]","(20, 30]",0.0,0.0,0.0,32
"(-10, 0]","(30, 40]",0.0,0.0,0.0,32
"(0, 10]","(-40, -30]",0.0,0.0,0.0,32
"(0, 10]","(-30, -20]",6.0,0.0038095238095238095,3.809523809523809e-05,32
"(0, 10]","(-20, -10]",52.0,0.03301587301587302,0.0003301587301587302,32
"(0, 10]","(-10, 0]",147.0,0.09333333333333334,0.0009333333333333333,32
"(0, 10]","(0, 10]",103.0,0.0653968253968254,0.000653968253968254,32
"(0, 10]","(10, 20]",101.0,0.06412698412698413,0.0006412698412698413,32
"(0, 10]","(20, 30]",6.0,0.0038095238095238095,3.809523809523809e-05,32
"(0, 10]","(30, 40]",1.0,0.0006349206349206349,6.349206349206349e-06,32
"(10, 20]","(-40, -30]",1.0,0.0006349206349206349,6.349206349206349e-06,32
"(10, 20]","(-30, -20]",23.0,0.014603174603174604,0.00014603174603174603,32
"(10, 20]","(-20, -10]",85.0,0.05396825396825397,0.0005396825396825397,32
"(10, 20]","(-10, 0]",156.0,0.09904761904761905,0.0009904761904761905,32
"(10, 20]","(0, 10]",126.0,0.08,0.0008,32
"(10, 20]","(10, 20]",88.0,0.05587301587301587,0.0005587301587301587,32
"(10, 20]","(20, 30]",30.0,0.01904761904761905,0.00019047619047619048,32
"(10, 20]","(30, 40]",0.0,0.0,0.0,32
"(20, 30]","(-40, -30]",5.0,0.0031746031746031746,3.1746031746031745e-05,32
"(20, 30]","(-30, -20]",46.0,0.029206349206349208,0.00029206349206349207,32
"(20, 30]","(-20, -10]",73.0,0.04634920634920635,0.00046349206349206347,32
"(20, 30]","(-10, 0]",74.0,0.04698412698412698,0.0004698412698412698,32
"(20, 30]","(0, 10]",76.0,0.04825396825396826,0.0004825396825396826,32
"(20, 30]","(10, 20]",88.0,0.05587301587301587,0.0005587301587301587,32
"(20, 30]","(20, 30]",50.0,0.031746031746031744,0.00031746031746031746,32
"(20, 30]","(30, 40]",4.0,0.0025396825396825397,2.5396825396825397e-05,32
"(30, 40]","(-40, -30]",1.0,0.0006349206349206349,6.349206349206349e-06,32
"(30, 40]","(-30, -20]",26.0,0.01650793650793651,0.0001650793650793651,32
"(30, 40]","(-20, -10]",22.0,0.013968253968253968,0.00013968253968253967,32
"(30, 40]","(-10, 0]",21.0,0.013333333333333334,0.00013333333333333334,32
"(30, 40]","(0, 10]",11.0,0.006984126984126984,6.984126984126984e-05,32
"(30, 40]","(10, 20]",15.0,0.009523809523809525,9.523809523809524e-05,32
"(30, 40]","(20, 30]",22.0,0.013968253968253968,0.00013968253968253967,32
"(30, 40]","(30, 40]",3.0,0.0019047619047619048,1.9047619047619046e-05,32
"(40, 50]","(-40, -30]",0.0,0.0,0.0,32
"(40, 50]","(-30, -20]",10.0,0.006349206349206349,6.349206349206349e-05,32
"(40, 50]","(-20, -10]",12.0,0.007619047619047619,7.619047619047618e-05,32
"(40, 50]","(-10, 0]",16.0,0.010158730158730159,0.00010158730158730159,32
"(40, 50]","(0, 10]",7.0,0.0044444444444444444,4.4444444444444447e-05,32
"(40, 50]","(10, 20]",11.0,0.006984126984126984,6.984126984126984e-05,32
"(40, 50]","(20, 30]",14.0,0.008888888888888889,8.888888888888889e-05,32
"(40, 50]","(30, 40]",2.0,0.0012698412698412698,1.2698412698412699e-05,32
"(50, 60]","(-40, -30]",0.0,0.0,0.0,32
"(50, 60]","(-30, -20]",3.0,0.0019047619047619048,1.9047619047619046e-05,32
"(50, 60]","(-20, -10]",5.0,0.0031746031746031746,3.1746031746031745e-05,32
"(50, 60]","(-10, 0]",13.0,0.008253968253968255,8.253968253968255e-05,32
"(50, 60]","(0, 10]",5.0,0.0031746031746031746,3.1746031746031745e-05,32
"(50, 60]","(10, 20]",4.0,0.0025396825396825397,2.5396825396825397e-05,32
"(50, 60]","(20, 30]",4.0,0.0025396825396825397,2.5396825396825397e-05,32
"(50, 60]","(30, 40]",0.0,0.0,0.0,32
"(60, 70]","(-40, -30]",0.0,0.0,0.0,32
"(60, 70]","(-30, -20]",0.0,0.0,0.0,32
"(60, 70]","(-20, -10]",0.0,0.0,0.0,32
"(60, 70]","(-10, 0]",0.0,0.0,0.0,32
"(60, 70]","(0, 10]",0.0,0.0,0.0,32
"(60, 70]","(10, 20]",0.0,0.0,0.0,32
"(60, 70]","(20, 30]",0.0,0.0,0.0,32
"(60, 70]","(30, 40]",0.0,0.0,0.0,32
"(-10, 0]","(-40, -30]",0.0,0.0,0.0,33
"(-10, 0]","(-30, -20]",0.0,0.0,0.0,33
"(-10, 0]","(-20, -10]",0.0,0.0,0.0,33
"(-10, 0]","(-10, 0]",4.0,0.002898550724637681,2.8985507246376814e-05,33
"(-10, 0]","(0, 10]",2.0,0.0014492753623188406,1.4492753623188407e-05,33
"(-10, 0]","(10, 20]",0.0,0.0,0.0,33
"(-10, 0]","(20, 30]",0.0,0.0,0.0,33
"(-10, 0]","(30, 40]",0.0,0.0,0.0,33
"(0, 10]","(-40, -30]",0.0,0.0,0.0,33
"(0, 10]","(-30, -20]",3.0,0.002173913043478261,2.173913043478261e-05,33
"(0, 10]","(-20, -10]",48.0,0.034782608695652174,0.00034782608695652176,33
"(0, 10]","(-10, 0]",117.0,0.08478260869565217,0.0008478260869565217,33
"(0, 10]","(0, 10]",85.0,0.06159420289855073,0.0006159420289855073,33
"(0, 10]","(10, 20]",73.0,0.05289855072463768,0.0005289855072463768,33
"(0, 10]","(20, 30]",5.0,0.0036231884057971015,3.6231884057971014e-05,33
"(0, 10]","(30, 40]",1.0,0.0007246376811594203,7.246376811594203e-06,33
"(10, 20]","(-40, -30]",1.0,0.0007246376811594203,7.246376811594203e-06,33
"(10, 20]","(-30, -20]",23.0,0.016666666666666666,0.00016666666666666666,33
"(10, 20]","(-20, -10]",79.0,0.0572463768115942,0.000572463768115942,33
"(10, 20]","(-10, 0]",149.0,0.10797101449275362,0.0010797101449275361,33
"(10, 20]","(0, 10]",106.0,0.07681159420289856,0.0007681159420289855,33
"(10, 20]","(10, 20]",66.0,0.04782608695652174,0.0004782608695652174,33
"(10, 20]","(20, 30]",24.0,0.017391304347826087,0.00017391304347826088,33
"(10, 20]","(30, 40]",0.0,0.0,0.0,33
"(20, 30]","(-40, -30]",6.0,0.004347826086956522,4.347826086956522e-05,33
"(20, 30]","(-30, -20]",37.0,0.02681159420289855,0.0002681159420289855,33
"(20, 30]","(-20, -10]",65.0,0.04710144927536232,0.0004710144927536232,33
"(20, 30]","(-10, 0]",73.0,0.05289855072463768,0.0005289855072463768,33
"(20, 30]","(0, 10]",74.0,0.0536231884057971,0.000536231884057971,33
"(20, 30]","(10, 20]",84.0,0.06086956521739131,0.0006086956521739131,33
"(20, 30]","(20, 30]",50.0,0.036231884057971016,0.00036231884057971015,33
"(20, 30]","(30, 40]",2.0,0.0014492753623188406,1.4492753623188407e-05,33
"(30, 40]","(-40, -30]",1.0,0.0007246376811594203,7.246376811594203e-06,33
"(30, 40]","(-30, -20]",22.0,0.015942028985507246,0.00015942028985507247,33
"(30, 40]","(-20, -10]",17.0,0.012318840579710146,0.00012318840579710145,33
"(30, 40]","(-10, 0]",17.0,0.012318840579710146,0.00012318840579710145,33
"(30, 40]","(0, 10]",8.0,0.005797101449275362,5.797101449275363e-05,33
"(30, 40]","(10, 20]",17.0,0.012318840579710146,0.00012318840579710145,33
"(30, 40]","(20, 30]",31.0,0.02246376811594203,0.0002246376811594203,33
"(30, 40]","(30, 40]",0.0,0.0,0.0,33
"(40, 50]","(-40, -30]",0.0,0.0,0.0,33
"(40, 50]","(-30, -20]",9.0,0.006521739130434782,6.521739130434782e-05,33
"(40, 50]","(-20, -10]",13.0,0.009420289855072464,9.420289855072465e-05,33
"(40, 50]","(-10, 0]",12.0,0.008695652173913044,8.695652173913044e-05,33
"(40, 50]","(0, 10]",9.0,0.006521739130434782,6.521739130434782e-05,33
"(40, 50]","(10, 20]",6.0,0.004347826086956522,4.347826086956522e-05,33
"(40, 50]","(20, 30]",10.0,0.007246376811594203,7.246376811594203e-05,33
"(40, 50]","(30, 40]",0.0,0.0,0.0,33
"(50, 60]","(-40, -30]",0.0,0.0,0.0,33
"(50, 60]","(-30, -20]",3.0,0.002173913043478261,2.173913043478261e-05,33
"(50, 60]","(-20, -10]",4.0,0.002898550724637681,2.8985507246376814e-05,33
"(50, 60]","(-10, 0]",12.0,0.008695652173913044,8.695652173913044e-05,33
"(50, 60]","(0, 10]",7.0,0.005072463768115942,5.0724637681159414e-05,33
"(50, 60]","(10, 20]",4.0,0.002898550724637681,2.8985507246376814e-05,33
"(50, 60]","(20, 30]",0.0,0.0,0.0,33
"(50, 60]","(30, 40]",0.0,0.0,0.0,33
"(60, 70]","(-40, -30]",0.0,0.0,0.0,33
"(60, 70]","(-30, -20]",0.0,0.0,0.0,33
"(60, 70]","(-20, -10]",0.0,0.0,0.0,33
"(60, 70]","(-10, 0]",0.0,0.0,0.0,33
"(60, 70]","(0, 10]",1.0,0.0007246376811594203,7.246376811594203e-06,33
"(60, 70]","(10, 20]",0.0,0.0,0.0,33
"(60, 70]","(20, 30]",0.0,0.0,0.0,33
"(60, 70]","(30, 40]",0.0,0.0,0.0,33
"(-10, 0]","(-40, -30]",0.0,0.0,0.0,34
"(-10, 0]","(-30, -20]",0.0,0.0,0.0,34
"(-10, 0]","(-20, -10]",0.0,0.0,0.0,34
"(-10, 0]","(-10, 0]",3.0,0.0024896265560165973,2.4896265560165973e-05,34
"(-10, 0]","(0, 10]",2.0,0.0016597510373443983,1.6597510373443984e-05,34
"(-10, 0]","(10, 20]",0.0,0.0,0.0,34
"(-10, 0]","(20, 30]",0.0,0.0,0.0,34
"(-10, 0]","(30, 40]",0.0,0.0,0.0,34
"(0, 10]","(-40, -30]",0.0,0.0,0.0,34
"(0, 10]","(-30, -20]",3.0,0.0024896265560165973,2.4896265560165973e-05,34
"(0, 10]","(-20, -10]",40.0,0.03319502074688797,0.00033195020746887966,34
"(0, 10]","(-10, 0]",119.0,0.0987551867219917,0.000987551867219917,34
"(0, 10]","(0, 10]",79.0,0.06556016597510374,0.0006556016597510373,34
"(0, 10]","(10, 20]",54.0,0.044813278008298756,0.00044813278008298753,34
"(0, 10]","(20, 30]",5.0,0.004149377593360996,4.149377593360996e-05,34
"(0, 10]","(30, 40]",1.0,0.0008298755186721991,8.298755186721992e-06,34
"(10, 20]","(-40, -30]",1.0,0.0008298755186721991,8.298755186721992e-06,34
"(10, 20]","(-30, -20]",19.0,0.015767634854771784,0.00015767634854771783,34
"(10, 20]","(-20, -10]",68.0,0.056431535269709544,0.0005643153526970954,34
"(10, 20]","(-10, 0]",126.0,0.1045643153526971,0.001045643153526971,34
"(10, 20]","(0, 10]",96.0,0.07966804979253111,0.0007966804979253111,34
"(10, 20]","(10, 20]",52.0,0.043153526970954356,0.0004315352697095436,34
"(10, 20]","(20, 30]",16.0,0.013278008298755186,0.00013278008298755187,34
"(10, 20]","(30, 40]",0.0,0.0,0.0,34
"(20, 30]","(-40, -30]",3.0,0.0024896265560165973,2.4896265560165973e-05,34
"(20, 30]","(-30, -20]",40.0,0.03319502074688797,0.00033195020746887966,34
"(20, 30]","(-20, -10]",48.0,0.03983402489626556,0.00039834024896265557,34
"(20, 30]","(-10, 0]",65.0,0.05394190871369295,0.0005394190871369295,34
"(20, 30]","(0, 10]",62.0,0.051452282157676346,0.0005145228215767634,34
"(20, 30]","(10, 20]",72.0,0.05975103734439834,0.0005975103734439834,34
"(20, 30]","(20, 30]",40.0,0.03319502074688797,0.00033195020746887966,34
"(20, 30]","(30, 40]",3.0,0.0024896265560165973,2.4896265560165973e-05,34
"(30, 40]","(-40, -30]",1.0,0.0008298755186721991,8.298755186721992e-06,34
"(30, 40]","(-30, -20]",16.0,0.013278008298755186,0.00013278008298755187,34
"(30, 40]","(-20, -10]",16.0,0.013278008298755186,0.00013278008298755187,34
"(30, 40]","(-10, 0]",10.0,0.008298755186721992,8.298755186721991e-05,34
"(30, 40]","(0, 10]",8.0,0.006639004149377593,6.639004149377594e-05,34
"(30, 40]","(10, 20]",18.0,0.014937759336099586,0.00014937759336099585,34
"(30, 40]","(20, 30]",30.0,0.024896265560165973,0.00024896265560165974,34
"(30, 40]","(30, 40]",0.0,0.0,0.0,34
"(40, 50]","(-40, -30]",0.0,0.0,0.0,34
"(40, 50]","(-30, -20]",8.0,0.006639004149377593,6.639004149377594e-05,34
"(40, 50]","(-20, -10]",16.0,0.013278008298755186,0.00013278008298755187,34
"(40, 50]","(-10, 0]",7.0,0.005809128630705394,5.809128630705394e-05,34
"(40, 50]","(0, 10]",10.0,0.008298755186721992,8.298755186721991e-05,34
"(40, 50]","(10, 20]",11.0,0.009128630705394191,9.128630705394192e-05,34
"(40, 50]","(20, 30]",8.0,0.006639004149377593,6.639004149377594e-05,34
"(40, 50]","(30, 40]",0.0,0.0,0.0,34
"(50, 60]","(-40, -30]",0.0,0.0,0.0,34
"(50, 60]","(-30, -20]",2.0,0.0016597510373443983,1.6597510373443984e-05,34
"(50, 60]","(-20, -10]",3.0,0.0024896265560165973,2.4896265560165973e-05,34
"(50, 60]","(-10, 0]",10.0,0.008298755186721992,8.298755186721991e-05,34
"(50, 60]","(0, 10]",7.0,0.005809128630705394,5.809128630705394e-05,34
"(50, 60]","(10, 20]",3.0,0.0024896265560165973,2.4896265560165973e-05,34
"(50, 60]","(20, 30]",2.0,0.0016597510373443983,1.6597510373443984e-05,34
"(50, 60]","(30, 40]",0.0,0.0,0.0,34
"(60, 70]","(-40, -30]",0.0,0.0,0.0,34
"(60, 70]","(-30, -20]",0.0,0.0,0.0,34
"(60, 70]","(-20, -10]",0.0,0.0,0.0,34
"(60, 70]","(-10, 0]",1.0,0.0008298755186721991,8.298755186721992e-06,34
"(60, 70]","(0, 10]",1.0,0.0008298755186721991,8.298755186721992e-06,34
"(60, 70]","(10, 20]",0.0,0.0,0.0,34
"(60, 70]","(20, 30]",0.0,0.0,0.0,34
"(60, 70]","(30, 40]",0.0,0.0,0.0,34
"(-10, 0]","(-40, -30]",0.0,0.0,0.0,35
"(-10, 0]","(-30, -20]",0.0,0.0,0.0,35
"(-10, 0]","(-20, -10]",0.0,0.0,0.0,35
"(-10, 0]","(-10, 0]",6.0,0.005633802816901409,5.6338028169014086e-05,35
"(-10, 0]","(0, 10]",1.0,0.0009389671361502347,9.389671361502347e-06,35
"(-10, 0]","(10, 20]",0.0,0.0,0.0,35
"(-10, 0]","(20, 30]",0.0,0.0,0.0,35
"(-10, 0]","(30, 40]",0.0,0.0,0.0,35
"(0, 10]","(-40, -30]",1.0,0.0009389671361502347,9.389671361502347e-06,35
"(0, 10]","(-30, -20]",3.0,0.0028169014084507044,2.8169014084507043e-05,35
"(0, 10]","(-20, -10]",37.0,0.03474178403755868,0.0003474178403755868,35
"(0, 10]","(-10, 0]",99.0,0.09295774647887324,0.0009295774647887324,35
"(0, 10]","(0, 10]",64.0,0.06009389671361502,0.0006009389671361502,35
"(0, 10]","(10, 20]",46.0,0.0431924882629108,0.00043192488262910796,35
"(0, 10]","(20, 30]",4.0,0.003755868544600939,3.755868544600939e-05,35
"(0, 10]","(30, 40]",0.0,0.0,0.0,35
"(10, 20]","(-40, -30]",1.0,0.0009389671361502347,9.389671361502347e-06,35
